A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
2360,79.9503313305,229.6643435584,12.4168233916,8.221279712,69.390011569,5.3258224799,3.2166253928,bad
2361,84.1308048333,222.7754269344,11.6456299018,6.5619823585,69.6018682072,5.8161702896,3.9011233486,good
2362,82.7280004376,226.3841838432,12.0493579666,7.614728762,68.7013075684,5.2373428889,3.240231874,bad
2363,78.1293964238,226.7821555664,13.3195489018,7.109408476,71.0116750978,5.0552995904,4.040828327,bad
2364,80.9647499394,227.5637535056,12.648575305,7.840233607,69.6230094556,4.7195387486,3.8156369892,good
2365,79.186127153,226.8791545456,11.191883905000001,8.80026031,67.3730016916,5.1913854266,3.4438009952,bad
2366,77.8212218996,229.1220253424,12.8211731314,7.5837834425,69.937991854,4.9498703702,3.7784491896,bad
2367,80.5045312459,224.3645288416,14.4994809508,8.118164243,69.6685186642,5.724269756,3.7901564636000002,good
2368,81.8964137614,235.2243928016,12.6698684752,8.9252236675,68.7295524172,4.3461259093999995,3.9841086196,good
2369,74.5203304771,227.956562792,11.2046571214,65.10926044898197,69.3551915242,5.826137231,3.0675261644000003,bad
2370,75.3139594454,229.1160541792,12.5107532668,6.991041459,69.8794048552,5.3719687181,3.2521425256,bad
2371,86.6396803096,230.4645245216,11.8665348766,6.885124303,70.2641240386,5.3020298417,3.634322639,good
2372,73.9894313751,228.9463952592,13.2358232506,6.7740355905,71.3451526066,5.2854733694,3.3584851152,good
2373,74.0428567721,228.53580508,13.6164706678,7.540226246,69.5529324412,4.5922816199,4.5785670128,bad
2374,80.9505126523,227.05234824,13.8465861154,6.7457226375,69.3884912476,4.6934797685,3.8916014114,good
2375,74.7073224978,229.2574189456,11.795111779600001,7.1520254385,70.406785825,5.8223777204000005,3.7333558626000003,bad
2376,79.9828906729,231.468440896,14.494489267,7.12033316,70.1508851818,4.1819142995,4.2695342736,good
2377,77.2656752908,234.9304604304,11.490941449000001,7.1762934855000005,70.3268689822,5.3584678304,4.091779534800001,bad
2378,73.752477285,228.3941172976,13.1872088338,8.250634045,69.7792111318,5.5624114703,3.8720441554000002,bad
2379,82.4368661337,2126.8529237098087,12.2135790262,8.012041201,71.7013962976,4.5685257809,4.2737188174,good
2380,81.2096492709,225.2368762384,13.7258131576,,70.6414999996,5.6537147387,3.763323759,good
2381,79.7831908841,232.447284504,11.3321041942,8.4195103055,69.4183268704,5.8400626352,4.593467368,bad
2382,76.00040627679999,223.9360879392,14.033948088399999,8.390250944,71.3511185482,3.5582558306000003,3.9207384162,good
2383,594.0013186754948,228.9375006704,12.608432398,7.98892167,70.3125079426,4.5604261724,3.2132974022000003,bad
2384,80.2919978919,228.7941688208,12.3293820508,7.58178008,68.7966691774,5.1188469677,3.3259580326,bad
2385,80.7577773952,,14.4434015938,7.7483461185,69.4487629816,5.5674735956,3.9385901934,good
2386,75.5433038512,226.63878308,11.791014415,9.0979877675,69.426688918,4.027239347,2.9015049484,good
2387,81.1318190864,226.215067632,12.7813137064,9.11235612,70.809032521,4.0465375292,3.8932448170000002,good
2388,74.6221201195,223.0055649024,12.5255146414,6.5295189895,72.4232464768,5.832289964,4.3633761616,bad
2389,83.6068361048,2207.6290187481463,13.5120095254,6.4732326805,70.6657282108,4.6513451777,4.2612989774,good
2390,85.0148236587,223.1363863904,12.0320837368,7.319262123,72.3812599936,4.9126071005,3.8758020756000002,good
2391,76.9187832202,232.2984345792,12.9289537282,7.3077243375,70.9044858382,4.6724677352,3.160843699,good
2392,75.45294755,225.6809618624,12.7365106882,7.8978410145,69.5142223984,5.4504373244,3.0847423000000003,bad
2393,74.681088472,227.289293968,13.9875827896,7.196358821,70.198409218,5.4806736203,3.398408411,bad
2394,84.3317443949,228.0799828992,11.8391165392,7.6291549555,71.2691761018,4.8332758067,3.5580026756,good
2395,78.8982615787,229.1323606608,13.0480277842,7.556226549,70.7393838976,5.405673671,3.5753241822,good
2396,83.0571631712,228.7735981456,11.2143986284,7.719149969,70.5625845676,5.0803376222,3.8567787726000002,good
2397,81.9175353356,226.3663376672,13.7412959914,7.608848468,69.819487471,5.5355328716,3.3240714418,good
2398,79.3218140931,228.8358674544,13.0334691736,7.3563608385,71.746352284,4.8530185976,3.9433362646,bad
2399,76.7988031374,227.5359121536,12.5202360982,6.8670179725,69.1741866208,5.8943166173,3.38091978,bad
2400,75.6762038295,228.6212877296,11.3413885078,7.91830242,70.8263709232,6.3778998473,3.6592464806000002,bad
2401,82.1063119864,227.7990392,13.2799904602,8.5135357725,69.9863663632,5.4858012266,3.7347565432,good
2402,81.0862160065,228.617604824,11.2747389706,8.013202918,67.4521696534,5.3020170539,3.7000059858000003,bad
2403,81.4494657357,2100.773180925126,13.5792702136,7.5960121825,69.9141413752,6.0219789362,3.7675498586000002,good
2404,74.6693032907,232.5665479536,12.3773033314,7.219805814,70.4534100268,5.4346559861,3.8626335898,bad
2405,78.4690962515,227.162115096,14.403264182800001,8.2775890045,71.7852314794,4.6366484627,3.4734821268,good
2406,78.4825338134,228.000312248,11.8375182112,7.769104329,70.194156097,5.8284974537,3.8856910612,bad
2407,77.2780155438,231.643225032,13.1202343474,7.016130735,70.5719380222,5.1296513027,3.2040350776,good
2408,77.9998191389,228.3184952688,13.9352738884,7.258880077,71.1017187526,4.4846425409,4.2340106152,bad
2409,78.4743469813,225.4094859392,10.8152822086,6.7704399945,71.2563965452,6.3680556329,3.5158447842,bad
2410,79.3198046303,228.3908898464,11.0821335946,6.728334291,71.812811836,5.941465706,3.0828778194,bad
2411,70.55222055,229.5794124272,15.458435596,67.55541395444332,70.7914597024,4.3932663071,4.268398932,bad
2412,84.533615973,228.7268065616,12.1462826494,7.908424312,69.6900065692,5.0122190675,3.9133987504,good
2413,83.6752333441,227.1084134192,12.4255336318,8.9232218025,70.9018469392,4.4741424701,4.0906775202,good
2414,80.2756207925,226.1269656448,12.5897067796,7.691531855,70.5595683712,4.5570802745,3.6222382410000002,good
2415,70.9086638142,229.0361006128,13.843284497199999,7.026258833,70.3375034734,5.486037875,3.4068684908,bad
2416,87.00134031260001,229.0669847136,11.3444493346,6.7538881655,70.8359842666,5.7294138737,4.3348186496,good
2417,79.3221905629,228.9224528352,12.0416726302,7.510778081,69.1376033494,5.8118199875,3.8050868286,bad
2418,75.3050649469,227.8563449216,13.281414799,7.4442006565,71.2709670904,4.7716565465,4.8368290802,bad
2419,70.3682690879,232.4129231024,15.0317415706,5.8802269295,69.5159879332,4.7378327198,3.0705670632,good
2420,82.2659372089,229.6537734592,11.7125682892,7.809015176,68.8615169296,5.094329378,3.5448658078,good
2421,76.25746056,226.6571703472,14.4622581256,8.198754771,70.1955161152,4.8775533149,3.4332767936,bad
2422,79.2043923375,229.4113161088,13.0162465918,7.678889113,70.7533567468,5.3673220973,3.2777368652,good
2423,78.6493115897,229.9356414608,11.7177466252,7.5952835279999995,67.4036556406,4.6882808867,27.98058267169566,bad
2424,81.0005137876,227.8351061344,10.049930118999999,7.302382842,70.2074761624,5.8223289977,3.5855688032,bad
2425,79.8902416151,230.4591036976,12.6107225044,7.984656085,69.5056192582,5.0586728768,3.3967037944,bad
2426,80.4546841265,223.9381123056,13.1751910102,6.543375538,72.2538766462,4.4299116869,3.8802919524,good
2427,83.2097913929,232.0665138464,12.0383463586,7.439849592,70.3945295914,4.8331467995,3.6312933412,good
2428,84.4864202428,223.0520617248,12.9388986016,7.4048396355,68.1401337388,5.2216341944,3.0078003068,bad
2429,85.2710608849,230.818005504,13.2881406064,6.8720278725,71.4824743384,4.8376941749,4.7104640576,good
2430,75.0645024623,232.3490365984,12.1821032998,6.45204005,70.9899943372,5.0098461227,2.8747489718,good
2431,76.5779722174,229.1322708672,13.0813490332,8.0036040155,68.6179264288,5.4579566003,3.3767497142000003,bad
2432,80.9304687011,226.3422234368,13.713481801,7.502035032,70.9085473408,4.3799610593,4.3505254970000005,good
2433,75.9645231238,229.7527975984,13.6868729704,6.9141613845,71.1849531604,4.8382020488,2.7976060414,good
2434,,226.8158852688,14.0584246888,7.290230335,71.2474632196,5.1078084506,3.1698443754000003,good
2435,81.818396463,225.2744495168,12.2963747758,7.0341311745,70.9802406658,4.8054993038,3.4849828136000003,good
2436,78.089610439,228.1079353168,12.2571662428,7.2767486325,70.820310052,5.5745896181,3.2499037784,bad
2437,79.9072825802,224.728618432,12.211624036,7.5490509195,68.5784577964,5.6758422398,3.1437118586,bad
2438,78.3111004386,224.745500384,11.8271942074,7.583044344,71.1165807244,5.5420423202,4.3224766722000005,bad
2439,80.2470352982,,12.3306051574,6.8691601115,73.2716853304,4.3917434501,4.2873120098,bad
2440,81.2918729242,228.8808566848,12.1587015862,8.062660012,69.8198528926,4.8141040658,4.013287537,good
2441,81.7181876453,230.5470061648,10.7216843212,7.80460255,69.1207838614,5.2895728529,3.6502489586,bad
2442,79.9269776496,229.8931675968,13.3931783182,6.924215475,70.8595111048,3.9304423031,4.060568517,bad
2443,87.9044904109,224.3531542896,11.629923979,8.545808051,71.8752005104,5.0197405022,4.1887316162,good
2444,81.2922299931,228.687647344,12.2927183224,6.0922225245,71.0015660728,5.068793111,3.9164286394000003,good
2445,81.0323379117,228.9396653344,12.2282957092,7.5592415835,70.742582386,5.3428082903,3.5871959972000003,bad
2446,78.3070427264,223.7504848352,11.0919287668,8.837129543,69.5189658718,4.5801172385,2.9628074308,good
2447,72.181825983,231.345707576,13.6270112878,62.70793285651567,71.9113567546,4.5784047509,2.9643290004000002,good
2448,,227.464129464,12.6079121074,7.623759264,71.5915894288,5.393821394,4.0811675254,bad
2449,76.6487456613,228.581251056,12.946759603,7.86976537,70.408136017,5.207163248,4.10109474,bad
2450,77.9229545401,227.9673546608,11.6632271482,8.215837864000001,68.4013395472,6.498935579,3.0966914146,bad
2451,77.9736652855,224.4250901744,15.4787573422,7.9268091080000005,70.3195722952,5.498370221,3.8029610944,good
2452,82.6042210711,230.44213828,12.3085719574,7.7075538425,70.1864006488,5.2137623483,2.8401631888,bad
2453,79.7220277181,228.0659516384,12.5406513112,7.9100149295,70.2278662762,5.3927915291,3.3000754964,good
2454,80.0794103784,230.1183962368,11.9995888384,5.879027764,69.9084839716,5.1630839534,3.6645537032,good
2455,74.4143852668,229.9879150032,13.96426279,6.659424815,70.2731491114,5.349770738,3.4024041472,good
2456,612.0891700283898,231.8065880304,11.5317091528,6.620732182,69.3652169038,5.3108473514,3.6841620242,good
2457,83.2953886368,225.03185336479999,13.6308805582,8.0107498215,69.4523411638,6.0225655205,3.9335769026,good
2458,67.244701215,229.7122065984,15.5759711536,5.297792706,70.7593039414,5.1116566787,3.0639395866,good
2459,81.929451957,229.5160201824,12.9722938708,6.481411583,70.0172074912,4.7859036854,3.4674243704000003,good
2460,77.7117309093,225.2150897584,11.596584356800001,6.3159607965,70.6413590152,6.3937015262,2.6880670634,bad
2461,75.4086386589,227.9251860544,13.1402855338,8.0200371515,70.4199979594,5.424685742,3.9762852996,bad
2462,73.5329927886,230.8302703584,14.632277932000001,7.996351056,72.570873892,4.8416733728,4.111450137,bad
2463,81.2935171462,225.789675584,10.2574090468,6.5125211655,70.9325097196,5.6434547327,3.8625801038,bad
2464,577.5718172170778,231.9195711744,13.3922037442,9.3484841105,67.9316519992,5.2691972402,3.129809774,bad
2465,88.3624621074,2131.862001241507,10.8801536092,69.2933343628043,70.0848031246,5.6812628612,3.8693147446,good
2466,77.7341916396,230.769799792,13.3435082542,8.0300503565,69.1258868098,4.440105047,4.065029197,bad
2467,77.6538055447,232.0319102976,11.5419877492,70.68738390195594,69.734776009,5.3688261746,3.9383123832,bad
2468,82.4425570422,225.5597543664,12.0906239116,5.074844024,71.5815687244,5.3931025499,3.5037140446,good
2469,73.9193327238,230.0474433056,14.2664344288,7.106059836,71.714936743,4.7241325235,3.0799151964,good
2470,84.1801290442,,14.4519644026,6.905245757,71.744557855,4.4382982631,5.038674875,good
2471,80.6845991973,227.3855740192,13.3477758772,7.861363329,70.700931745,4.3586379026,4.2844541568,good
2472,77.2272488605,230.7910084752,13.0843824838,6.5375460015,69.9540392152,5.1143556218,2.6950612186000003,good
2473,74.7105195841,230.5242246816,12.2152041976,7.671132872,69.6510235294,4.3151743526,29.531178956191642,good
2474,81.0071937088,228.39959928,11.821270636,7.970658058,66.6735682864,4.8050489387,3.5949354284,bad
2475,74.7184146256,227.6700527744,12.433698616000001,8.159766936,70.7878059556,5.9545191758,4.1449255468,bad
2476,79.7995677821,231.4968405056,13.627823404,7.601283713,71.7685031008,4.6855973381,3.7269125158,bad
2477,75.1069498721,228.2128333168,13.2814971814,7.0077293455,69.5779549732,5.6886576356,3.5686537424,good
2478,84.4529429648,227.5174597104,11.4302439268,8.579380686,71.614772554,4.6483742042,3.6626231454,good
2479,75.2407789371,231.5216993984,12.518051482,7.165342819,71.0464552192,5.0081579513,3.1782633014,good
2480,85.0509780139,229.5148823024,12.4442345656,8.247485556,69.5092014838,4.7941807115,3.7110994158,good
2481,84.8516367741,2119.3214757065634,10.2461176756,8.291068534499999,70.662029725,5.1923594501,3.1048989186,good
2482,75.0352721156,225.8916918656,13.0456913548,60.155565992698335,73.2768546706,5.4325913761999995,4.7302674190000005,bad
2483,80.9276668509,227.2709941872,12.7004266564,8.731169595499999,71.9057336242,5.0984244551,3.2227990358,good
2484,78.2203568243,228.5680596912,12.9232148974,6.84607188,70.6811766832,5.6069438783,3.5062253858,good
2485,77.744636293,223.1323149776,15.855223970199999,70.99320741051775,72.238019962,4.8765843797,3.1845554036,good
2486,80.8014308775,231.5133383552,12.6931945426,6.084244813,67.9901240458,5.8931135657,3.4958827694,good
2487,81.4872318457,227.5229076176,12.921361816,74.18862939173201,70.7923175734,5.4238274681,3.3678982754,good
2488,83.980282887,,11.0579341198,8.2219630745,70.5614311144,4.9867161962,3.398290847,good
2489,78.0480400293,226.2498413488,12.6561386812,7.8314637845,70.8586151002,5.7294979583,3.3139455766,bad
2490,80.4758971496,226.6998251344,12.1343802898,8.465933041,70.222389277,4.4239008311,3.298451172,good
2491,83.5368941237,228.3928642672,12.1420024822,7.771713731,69.9698355616,5.7294064799,3.3649785046000003,good
2492,83.0244943242,226.4901279792,12.5230237528,8.477117396,70.465107508,5.7336377966,3.7944037612,good
2493,75.3286172329,232.6892761504,13.2407952586,6.6933991135,70.0490456728,4.9619733746,3.0980320136,good
2494,75.755140099,227.3916802848,14.9861159236,6.607463376,70.6516674766,5.2087085006,3.4036523508,good
2495,,226.8104026576,13.6221196852,8.1434265925,70.6269097468,5.4958559009,3.4684433550000002,good
2496,82.0955837998,230.7895174592,11.6697083704,7.106712249,69.9389246602,5.1555261914,3.5950785268,good
2497,79.256737119,227.9672936304,14.0226832228,8.291608259,71.3342601076,5.0700072665,3.5413574774,good
2498,80.455058664,228.1611496176,12.2087186794,7.4412700395,69.2481037972,4.7745186719,3.4088548404,good
2499,84.1930627774,224.59786878239998,11.521376912800001,9.1892993575,69.920159785,4.8428054462,3.6432598888000003,good
2500,77.9284556614,227.4398091952,11.8450058884,,71.069104654,5.6032566221,3.5913127642,bad
2501,78.6245980864,230.245828656,13.682177296,7.956790904,71.4274203562,3.8253895778,4.2582345856,good
2502,78.248813985,226.61907888,10.1888098708,7.63871708,70.2687066772,7.1713510052,3.1811675458,bad
2503,82.2347504645,230.6159760992,12.9671899408,,70.3395374122,3.6184994015000003,4.3983590572,bad
2504,84.0520596848,231.799417736,11.5707260332,7.076522589,70.2325748926,5.0927948753,3.5405563346,good
2505,79.1186548014,228.1912215312,14.0095514914,7.7689325675,71.152749832,5.0576861255,3.1749645416,good
2506,79.3216032919,227.3449565856,12.0478153966,7.252578723,70.1427457786,4.7551470683,3.5390439952,good
2507,69.3390165767,229.4481004624,15.6551474602,5.9726190809999995,71.051053459,4.8528560714,3.2412665062,good
2508,74.9539553095,228.5419527136,12.7200021946,7.3465943845,68.9252066026,5.2834922969,3.3651805336000002,bad
2509,83.8342580564,230.63529648,11.4402886036,7.434632166,70.0322071498,5.0730181334,3.561299738,bad
2510,81.78632889,229.7439438784,13.149456394,4.87934181,70.975754434,5.1450095624,32.27356309606544,good
2511,79.9490026301,231.6027192064,12.2924685118,8.2164315335,68.8899308308,4.5743176361,,good
2512,76.5862364669,230.5926069952,12.3658440406,7.903010003,71.4609062536,4.891987088,3.0159845078,good
2513,78.4424954345,230.4690527952,12.6886355506,6.890096663,69.3539309302,4.6644368072,3.591701721,good
2514,89.1193985113,230.8498307856,13.4167523008,5.9581175705,70.4660610502,5.3274620114,4.0555984568,good
2515,627.9797188017834,,13.5188604292,7.5357401655,70.8694788178,4.5593834843,4.1206021154000005,good
2516,75.7903229272,227.0468558368,12.5834102542,7.9808817735,69.8142145738,5.3865147482,4.2208407684,bad
2517,80.3333305641,229.6352450144,13.862911021,7.2188197565,70.6570101298,5.1926024384,3.0247626168,good
2518,78.6834223258,226.4196800016,14.1102739654,7.203052571,70.7669673256,5.2064753081,2.8569167728,good
2519,81.7365153778,232.113732864,12.6725246434,7.6127764275,70.8552274054,4.4241943175,3.7548451242,good
2520,81.0717329924,225.5523525952,14.0799613684,8.7667672705,68.5385947618,4.1589772229,3.325567994,bad
2521,79.6311613334,225.853788408,14.043863773,7.5928338355000005,69.7216160434,5.7097260611,3.7727196394,good
2522,77.6673942668,223.0254363776,14.5591536298,7.8161427395,70.6275747544,5.6612234432,3.5117362792,good
2523,80.3246468953,232.5392549504,13.8087657418,6.4377431185,70.6051165552,4.4250012149,4.1197853556,good
2524,,229.7561679184,12.9943955218,7.6731522575,71.1124422532,5.1240431282,3.1862936052,good
2525,72.0342206279,227.5510008032,15.1847361106,7.1436196145,71.1537030568,5.1022012712,3.6600850696,bad
2526,78.8411056609,228.4181826096,14.2459453144,7.035347529,71.130033403,5.114601953,2.894322088,good
2527,,228.0775084688,9.891683864200001,7.648119812,68.744874325,5.9458734434,3.2499843632000003,bad
2528,82.2767646914,,11.3774991964,7.8642694455,69.2203588486,5.3759486153000005,26.573024723399726,bad
2529,76.7506592084,226.6779287712,12.8103511534,7.3070512285,69.010000084,5.0743007528,2.9643907348000003,bad
2530,71.7814684178,223.973450424,12.2562911746,6.7362434525,72.464572258,6.4401162797,4.3055548622,bad
2531,82.9987729621,228.971582936,12.2803215526,8.455542766,69.5172741424,4.9251578702,3.773175942,bad
2532,89.2005871415,226.7450413072,14.04228376,6.1741583635,73.1731493512,4.7096405441,4.2506860012,good
2533,75.157023082,230.9169900208,13.786234933,7.719660608,69.3283725262,4.3424146409,4.2440447382,bad
2534,79.0782058268,224.1510920464,13.0986074506,7.482737118,72.24924372699999,4.1030572136,3.7016597944000003,good
2535,80.3706023454,227.2872906896,12.076305637,7.388601336,70.2369338788,5.9301755399000005,3.4867718114,bad
2536,79.5281763858,223.9369900096,13.6296653194,7.1355170475,73.218034861,3.9613913234,4.0839031856000005,good
2537,77.6787861424,231.0182453328,13.4495773114,7.7893636965,69.379297897,4.6119561662,3.7007905602,bad
2538,74.8425901725,230.2916384384,14.0734005706,7.872044654,69.6449984398,4.5326534513,4.2096232542,bad
2539,82.6256473882,229.8908265584,11.9931053446,,69.5565348166,5.9534452901,3.8860708012000003,good
2540,625.2573315485392,,11.6734627324,6.7869131315,73.610536747,4.9985326253,4.271495946,good
2541,72.7342020599,228.9543896112,14.2104886672,6.6747687915,69.8392579546,3.8568839474,3.5412495424,good
2542,83.2419899443,230.3746118256,11.8907822908,7.6429122365,71.2915932466,4.7426432918,3.794845058,bad
2543,75.1262806564,231.0898002864,12.1702160986,7.992190552,70.349106457,5.1555952838,3.6716932854,good
2544,77.7662312446,225.6656000752,11.0726509318,6.3901332375,73.3588140406,5.8615197209000005,4.2061523368,bad
2545,82.1685718837,229.1763280416,13.3770545872,5.9649763415,71.5021412596,4.855312979,4.3663885966,good
2546,74.9605695268,226.7095974608,10.9717982476,6.933307286,69.2066043478,6.1999837319,2.9532721384,bad
2547,79.8321077274,226.6398801376,13.2602529484,8.033931335,70.7267832766,5.4862943147,28.33430443819551,good
2548,85.61542778329999,222.32913129439999,11.6038652116,8.066570335,71.387845882,4.9543532549,3.6794004088000003,good
2549,,234.3213709072,11.3316892,6.2167898005,70.6142814064,5.0573468822,3.6373042266,good
2550,76.1287850626,232.0414755904,11.9879893546,8.240698837,69.6657677404,5.194560242,4.0016962022,bad
2551,82.0878383529,225.2386725728,14.2721697904,7.6332344825,69.9349361254,5.6699824019,3.8013013898,good
2552,76.7524678336,228.8204909456,12.3732792472,6.4793498265,69.3508919278,5.1271871104999995,2.9364481584,bad
2553,74.6125185018,228.6126668176,14.4623274208,6.7924777525,70.3612614082,5.0955791852,3.25245668,good
2554,81.8078927082,230.0344697552,13.1799936334,7.615930346,70.1976367624,5.4186265949,3.4379729972,good
2555,82.8027052874,229.689545096,12.590998651,7.55557244,72.247160215,4.5326547551,4.5239101502,good
2556,77.3226353604,232.6484569744,14.2800941056,6.484527219,71.0667273568,3.9517362626,4.1553005874,good
2557,80.6008137763,229.7190950208,13.6481035408,7.3059500775,70.198959787,5.3714287724,3.2398213964,good
2558,80.6664491965,226.6854711008,12.2277590488,8.1378041585,68.7780401512,4.7742450515,,bad
2559,85.5656462728,225.8910807536,12.3551307838,7.881665346,71.0130962056,4.9810024727,4.409754976,good
2560,76.1959930653,231.4627826992,12.2727072598,7.188721457,69.7524686062,5.3876646095,3.6780929336,bad
2561,78.7929886397,225.7262111472,11.8346751076,7.389966486,71.4506087824,5.6297701316,4.0191741234,bad
2562,78.3632609049,231.6471497952,11.857640995,7.3780493285,68.4758011864,4.9333435598,3.582573189,good
2563,84.3462825888,226.5264438128,12.440960152,8.568280728,72.0984228262,4.2809932685,3.7163617154,good
2564,78.1969469205,226.186578144,11.3466583198,7.0804160695,71.3143788484,5.8192282373,3.7442674878,bad
2565,73.6152154273,228.643905088,14.842982940999999,7.9398835795,70.328799985,5.0511406754,3.7683540106,bad
2566,77.4015161689,231.3066597664,11.594692159,7.019497624,70.7872265764,5.8510828985,3.6613261,bad
2567,72.7653100037,233.6949110848,11.677795174,51.050179835888116,70.4022711016,6.0399733409,3.5956496378000002,bad
2568,74.10835346,229.5023151632,13.8251053552,8.5607784965,69.5678697034,5.5763646269,3.5745266806,bad
2569,,228.152229736,13.6265075182,6.59358515,71.302981942,5.7589148903,3.407010901,bad
2570,75.6607067835,226.5746254576,12.8222382592,7.552097928,69.8575818838,5.6457764951,4.1067905608,bad
2571,77.796955282,230.9251038512,9.849793663,7.113569144,69.027075628,5.9379921464,3.4432795408,bad
2572,79.0163726581,,14.3977447066,7.4610117559999996,69.9073818706,5.2277176121,3.8337963432,good
2573,79.0009918693,2127.1613991381014,11.8356915496,6.3498057535,72.3122287618,4.8521906807,37.10729764304191,bad
2574,83.2737710885,222.5148993888,14.7403563412,7.8590347075,70.1524762822,5.9503420982,31.82396620013528,good
2575,84.1423546939,227.5817694544,11.3882753572,5.80166979,70.6793572234,5.6151891623,3.5543527066,good
2576,79.1317765966,233.21549644,13.4988361804,7.7931357225,70.9744713034,3.9423450311000003,3.9966784334,good
2577,76.6601879895,230.9093319744,13.0966358656,7.6967301525,71.2180703746,5.1868033853,3.3850638502,good
2578,595.8754170800105,227.0931367728,12.8737333486,7.5283560855000005,69.865943644,5.8590621068,3.6530140672,good
2579,76.3582596868,227.1626487632,12.2375869402,7.179802956,69.857808595,5.7493341974,,bad
2580,82.1345885008,227.0805963536,12.9838120294,6.7600269835,70.7826039622,4.758436544,3.7004860996,good
2581,81.5041767753,230.2230248976,12.427003687,7.1132480745,70.215546886,4.7809705169,3.3564947368,bad
2582,74.3487817229,225.5645513232,13.7434605364,7.7672550755,68.420791996,5.155442882,3.2228999056000003,bad
2583,80.6349568694,227.6217083264,12.869652292,8.1229346765,70.8770215864,5.1271864331,3.4234105318,bad
2584,80.6996240325,229.2353388288,12.2650360834,7.743602576,69.6030544516,4.6922826194,3.650641589,good
2585,75.4996710447,227.1098550336,13.0316724118,6.693876237,68.3431350412,4.9882001915,2.8631431750000003,bad
2586,82.0167163027,228.318827496,12.2477657524,7.373869044,71.7338816488,4.5254373221,3.816738977,good
2587,,232.4722969584,13.4021891674,6.25451302,69.8351955418,4.9806816848,2.8124357166,good
2588,82.5097166937,232.7497044816,11.4013439368,8.1161526495,67.9859965186,5.0347716506,3.105740146,good
2589,84.7024709376,230.8179590928,10.651308525400001,7.314936071,70.2864692032,5.38861616,3.0210069838,bad
2590,80.965581786,229.0968197616,11.440345195599999,7.8481235465,70.1190397186,5.1753224378,3.6671264818,bad
2591,81.9228250401,229.4493639856,11.555292721,7.529245123,69.7152516382,5.2667406611,3.083623304,bad
2592,78.5739234163,232.194984048,12.0691072336,7.6599816475,70.7295260026,5.3238011429,3.3618789254,good
2593,79.2996914317,230.006035576,13.0066242688,7.738073155,70.7883901954,5.3123792627,3.464142863,good
2594,73.9252614629,228.8797099344,13.0375011214,7.1171622795,70.222822798,5.4876362759,3.3260091692000002,bad
2595,,229.0595338624,13.4011062274,6.6270577325,71.6457168256,4.4363255474,3.7560839804,good
2596,85.7876753556,222.4948408384,14.1474165706,8.727891306,68.9997684694,6.2774493083,4.8009132328,good
2597,78.4045639599,228.8711924144,12.2442539434,8.1160410045,69.2768582206,4.5785384321,3.696940986,good
2598,78.2970399845,227.8213576256,10.9486353514,7.5426487815,68.2698419554,5.5349609762,3.2198483448,bad
2599,77.5913921958,227.8162386576,11.8510034422,7.7033121925,70.0851243022,5.5781764832,3.9400331486,bad
2600,76.661386671,226.301935456,11.9745422536,8.0268374755,68.847928027,5.363404349,3.0886177348,bad
2601,75.3467233627,229.2807351536,12.3456353356,,71.1226509862,5.162409176,3.3433600188000003,good
2602,80.2219083169,2061.527262637128,13.411608754,7.6229796125,71.0000417686,4.4255114108,3.7447591084000003,good
2603,81.0552041134,228.2174237024,12.2969378656,6.5007520275,73.2787079548,4.6321221176,4.1305887552,bad
2604,79.1522266367,225.9615253664,11.0257647688,7.2281128105,71.6161512748,6.0077036063,3.7789512054000003,bad
2605,78.1152731177,227.264497144,12.1360436476,7.6705273895,70.7504968852,5.4081096344,4.2774895208,bad
2606,72.2041976337,227.6151848608,12.7988732104,6.204895858,70.4603396134,6.2493805547,3.1381735082,bad
2607,72.483729029,235.6258278832,12.757046638,6.778829048,69.7027280446,4.793452643,3.1906992978,good
2608,77.4235130807,230.7535137184,12.2828500654,7.5561397515,71.3036535754,5.2342274489,4.001111552,bad
2609,76.6422763836,228.5055778576,13.318656508,7.512772534,71.0197440214,4.6352588504,4.4316789364,bad
2610,77.3438519384,227.3533471104,13.4009925004,7.7287085645,71.1963562528,5.2447061237,3.1894523578,good
2611,79.2241714743,229.5269532736,11.7940050946,7.2567299375,69.5118440332,5.1655322573,3.7367703176,bad
2612,78.6852399361,228.8352963952,13.4391866392,6.5351580135,68.8066136008,5.889793757,3.2422653272,good
2613,76.6585263236,226.0589866608,11.8159887016,7.6960793039999995,70.2703202614,6.069879131,3.9122453008,bad
2614,72.37940572709999,228.1013004592,14.3225107444,6.8967326655,68.9357653636,5.2635072923,3.4110647700000003,bad
2615,79.9493885695,229.3542858432,11.6091845218,7.781254022,70.22184802,5.4466556537,29.67835825768846,bad
2616,80.1173381841,228.7147586704,12.0486261712,6.4914564200000004,71.0010782176,4.6934725118,4.068561448400001,bad
2617,79.4960759162,224.8283699968,14.1801808102,7.3513260565,70.2428251936,5.8607739986,3.5814015286000003,good
2618,79.2080825821,231.5618273824,14.0961899656,8.1668744455,71.8290092656,3.5747585411,4.240816108000001,good
2619,81.6813437877,229.1624566768,13.3352226766,8.018412141,69.0240042742,4.947490526,3.9566220748000003,bad
2620,80.9015331717,232.2577458464,11.9487049546,7.6495454015,69.0975401602,5.148673511,4.0785729304,bad
